date,sorted_tags,paper,paper_country,mentioned_countries,headline,summary,news,link
24/4/2020,government;coronavirus;technology,Guardian,UK,congo, Who's who on secret scientific group advising UK government?, Scientific Advisory Group for Emergencies (Sage) is advising cabinet on coronavirus response, scientific advisory group emergencies  sage  advising cabinet coronavirus response,https://www.theguardian.com/world/2020/apr/24/coronavirus-whos-who-on-secret-scientific-group-advising-uk-government-sage
24/4/2020,coronavirus;technology,Guardian,UK,, Leaked Cabinet Office briefing on UK pandemic threat – the key points, From management of excess deaths to public outrage  2019 document set out likely social and economic risks, management excess deaths public outrage  2019 document set likely social economic risks,https://www.theguardian.com/world/2020/apr/24/leaked-cabinet-office-briefing-on-uk-pandemic-threat-the-key-points
24/4/2020,coronavirus;technology,Guardian,UK,, What does the leaked report tell us about the UK's pandemic preparations?, Leaked National Security Risk Assessment describes threats posed by flu- and non-flu-type infectious diseases, leaked national security risk assessment describes threats posed flu  non flu type infectious diseases,https://www.theguardian.com/world/2020/apr/24/preparing-for-pandemic-national-security-risk-assessment-coronavirus
24/4/2020,coronavirus;technology,Guardian,UK,, New mother dies of coronavirus six days after giving birth, Fozia Hanif developed symptoms before her 29th birthday  resulting in premature birth of her son  Ayaan, fozia hanif developed symptoms 29th birthday  resulting premature birth son  ayaan,https://www.theguardian.com/world/2020/apr/24/new-mother-dies-of-coronavirus-six-days-after-giving-birth
24/4/2020,coronavirus;technology,Guardian,UK,, UK childcare industry 'crushed' by coronavirus crisis, More than 10 000 providers likely to be out of business by end of lockdown, 10 000 providers likely business end lockdown,https://www.theguardian.com/education/2020/apr/24/childcare-industry-crushed-by-coronavirus-crisis
24/4/2020,coronavirus,Guardian,UK,, Twin sisters  one a nurse in Southampton  two of the latest to die from coronavirus, Katy and Emma Davis among recent victims  who include a BNP member who found Islam, katy emma davis among recent victims  include bnp member found islam,https://www.theguardian.com/world/2020/apr/24/twin-sisters-one-a-nurse-in-southampton-two-of-the-latest-to-die-from-coronavirus
24/4/2020,coronavirus;government,Guardian,UK,, British soldiers to get insect repellant as Covid-19 protection, MoD placing order despite WHO guidance that product would not work, mod placing order despite guidance product would work,https://www.theguardian.com/world/2020/apr/24/british-soldiers-to-get-insect-repellant-as-covid-19-protection
24/4/2020,coronavirus;technology,Guardian,UK,bangladesh;nigeria, Revealed: 'former Vodafone executive' in 5G conspiracy video is UK pastor, Jonathon James is previously unidentified individual who reached millions with false claims about Covid-19, jonathon james previously unidentified individual reached millions false claims covid 19,https://www.theguardian.com/world/2020/apr/24/vodafone-exec-5g-coronavirus-conspiracy-theory-video-revealed-pastor-luton-jonathon-james
24/4/2020,coronavirus;government;technology,Guardian,UK,, Dyson will not supply ventilators to NHS to treat Covid-19, Engineering firm has been told by the government that their services are no longer required, engineering firm told government services longer required,https://www.theguardian.com/world/2020/apr/24/dyson-will-not-supply-ventilators-to-nhs-to-treat-covid-19
23/4/2020,technology;coronavirus,Guardian,UK,, Coronavirus tests: who qualifies for them now – and how do I apply?, Matt Hancock is aiming for 100 000 tests a day after including English key workers in target, matt hancock aiming 100 000 tests day including english key workers target,https://www.theguardian.com/world/2020/apr/23/who-will-be-entitled-to-a-coronavirus-test-under-new-uk-rules
24/4/2020,coronavirus;government;technology,Guardian,UK,, No checks to be made on essential-worker status for UK Covid-19 tests, Government says booking system relies on public honesty rather than employment checks, government says booking system relies public honesty rather employment checks,https://www.theguardian.com/world/2020/apr/24/no-checks-to-be-made-on-essential-worker-status-for-uk-covid-19-tests
24/4/2020,coronavirus;technology,Guardian,UK,congo, The hunt for a coronavirus vaccine – a perilous and uncertain path, The pressing need to find a solution to the pandemic means risks and shortcuts may have to be taken, pressing need find solution pandemic means risks shortcuts may taken,https://www.theguardian.com/world/2020/apr/24/the-hunt-for-a-coronavirus-vaccine-a-perilous-and-uncertain-path
23/4/2020,coronavirus;technology,Guardian,UK,singapore, Coronavirus: medical experts denounce Trump's theory of 'disinfectant injection', Doctors warn US president’s musings on disinfectant as a cure for coronavirus could lead to death, doctors warn us president’s musings disinfectant cure coronavirus could lead death,https://www.theguardian.com/world/2020/apr/23/trump-coronavirus-treatment-disinfectant
24/4/2020,coronavirus;technology,Guardian,UK,, Revealed: leader of group peddling bleach as coronavirus 'cure' wrote to Trump this week, Mark Grenon wrote to Trump saying chlorine dioxide ‘can rid the body of Covid-19’ days before the president promoted disinfectant as treatment, mark grenon wrote trump saying chlorine dioxide ‘can rid body covid 19’ days president promoted disinfectant treatment,https://www.theguardian.com/world/2020/apr/24/revealed-leader-group-peddling-bleach-cure-lobbied-trump-coronavirus
24/4/2020,coronavirus;technology,Guardian,UK,china, Malicious forces creating 'perfect storm' of coronavirus disinformation, Russia and China among state and other actors spreading fake news and disruption  say experts, russia china among state actors spreading fake news disruption  say experts,https://www.theguardian.com/world/2020/apr/24/coronavirus-sparks-perfect-storm-of-state-led-disinformation
24/4/2020,technology;coronavirus,Guardian,UK,germany;sweden;spain;france;italy, Sweden queries basis of lockdowns as Germany keeps its guard up, Looser regime means Sweden is better placed to face second wave  says chief epidemiologist, looser regime means sweden better placed face second wave  says chief epidemiologist,https://www.theguardian.com/world/2020/apr/24/sweden-queries-basis-of-lockdowns-as-germany-keeps-its-guard-up
24/4/2020,coronavirus;technology,Guardian,UK,norway;denmark;guinea;sweden, Nursery  but not as they knew it ... Norway adjusts to life after lockdown, As the country follows Denmark in easing Covid-19 restrictions  pre-school has become very different for its younger citizens, country follows denmark easing covid 19 restrictions  pre school become different younger citizens,https://www.theguardian.com/world/2020/apr/24/nursery-but-not-as-they-knew-it-norway-adjusts-to-life-after-lockdown
25/4/2020,coronavirus;technology,Guardian,UK,australia;germany;denmark;greece;iceland;norway;sweden, Are female leaders more successful at managing the coronavirus crisis?, Plenty of countries with male leaders have also done well. But few with female leaders have done badly, plenty countries male leaders also done well  female leaders done badly,https://www.theguardian.com/world/2020/apr/25/why-do-female-leaders-seem-to-be-more-successful-at-managing-the-coronavirus-crisis
23/4/2020,technology;coronavirus,Guardian,UK,canada, Twelve hours of terror: how the Nova Scotia shooting rampage unfolded, New details have emerged in Canada’s worst mass shooting  raising fresh questions about the attack and authorities’ response, new details emerged canada’s worst mass shooting  raising fresh questions attack authorities’ response,https://www.theguardian.com/world/2020/apr/23/nova-scotia-shooting-canada-new-details
25/4/2020,coronavirus;technology,Guardian,UK,china, Will shoppers return to the UK high street after lockdown?, Retailers fear the coronavirus pandemic could permanently change consumer habits, retailers fear coronavirus pandemic could permanently change consumer habits,https://www.theguardian.com/business/2020/apr/25/will-shoppers-return-to-the-uk-high-street-after-lockdown
24/4/2020,coronavirus;technology,Guardian,UK,, UK lockdown sends retail sales to record low  but alcohol sales rise, Economists predict bigger fall in April after panic-buying prevents larger March slump, economists predict bigger fall april panic buying prevents larger march slump,https://www.theguardian.com/business/2020/apr/24/uk-lockdown-sends-retail-sales-to-record-low-but-alcohol-sales-rise
24/4/2020,government;coronavirus;technology,Guardian,UK,switzerland;germany;france, Treasury mulling 100% government-backed loans for smallest firms, Proposal follows slow take-up of bank lending by companies during Covid-19 crisis, proposal follows slow take bank lending companies covid 19 crisis,https://www.theguardian.com/business/2020/apr/24/uk-treasury-mulling-government-backed-loans-smallest-firms
25/4/2020,coronavirus;technology,Guardian,UK,japan, We'll survive! Why Hays Travel owners have no regrets on Thomas Cook rescue, Irene and John Hays remain upbeat about takeover of 555 branches six months before Covid-19 halted global travel, irene john hays remain upbeat takeover 555 branches six months covid 19 halted global travel,https://www.theguardian.com/business/2020/apr/25/hays-travel-owners-no-regrets-thomas-cook-rescue-john-irene-hays
25/4/2020,coronavirus;technology,Guardian,UK,, Coronavirus refunds: why fans are raging over ticket policies, With thousands of live events axed or rescheduled  many fans are finding it tricky to get money back, thousands live events axed rescheduled  many fans finding tricky get money back,https://www.theguardian.com/money/2020/apr/25/coronavirus-refunds-fans-ticket-policies
25/4/2020,coronavirus;technology,Guardian,UK,, Best noise-cancelling headphones for working from home, Owning a decent headset can really help if you need some peace during the coronavirus lockdown, owning decent headset really help need peace coronavirus lockdown,https://www.theguardian.com/technology/2020/apr/25/best-noise-cancelling-headphones-working-from-home-coronavirus-lockdown
25/4/2020,technology;coronavirus,Guardian,UK,, UK savers urged to switch after brutal cuts to interest rates, Some accounts are now paying as little as 0.01% but there are still some reasonable deals to found, accounts paying little 0 01  still reasonable deals found,https://www.theguardian.com/money/2020/apr/25/hope-savers-cuts-interest-rates-accounts-uk
27/4/2020,coronavirus;technology,Guardian,UK,, Why did Ryanair stop refunds and start offering only vouchers?, At first it said it would give the money back  but then it said this would only be after the coronavirus crisis, first said would give money back  said would coronavirus crisis,https://www.theguardian.com/money/2020/apr/27/why-did-ryanair-stop-refunds-and-start-offering-only-vouchers
24/4/2020,technology;coronavirus,Guardian,UK,, Weatherwatch: thousands in lockdown rescue rainfall records, Climate scientists asked for volunteers to transcribe millions of UK rainfall measurements from 1820 to 1950. And they volunteered in their thousands!, climate scientists asked volunteers transcribe millions uk rainfall measurements 1820 1950  volunteered thousands ,https://www.theguardian.com/news/2020/apr/24/weatherwatch-thousands-in-lockdown-rescue-rainfall-records
23/4/2020,coronavirus;technology,Guardian,UK,, Hospitals sound alarm over privately run virus test centre at Surrey theme park, Exclusive: Frontline staff complain over ‘lost Covid-19 test results’ from Chessington drive-in site, exclusive  frontline staff complain ‘lost covid 19 test results’ chessington drive site,https://www.theguardian.com/world/2020/apr/23/hospitals-sound-alarm-over-privately-run-test-centre-in-surrey
23/4/2020,coronavirus;government,Guardian,UK,austria;slovakia, Jaguar Land Rover and Aston Martin among UK firms planning return, Carmakers announce new safety measures  as B&Q reopens sites and Taylor Wimpey plans to resume work, carmakers announce new safety measures  b q reopens sites taylor wimpey plans resume work,https://www.theguardian.com/world/2020/apr/23/jaguar-land-rover-and-aston-martin-among-uk-firms-planning-return
23/4/2020,coronavirus;technology,Guardian,UK,china, First trial for potential Covid-19 drug shows it has no effect, WHO draft put online states remdesivir does not benefit severe coronavirus patientsCoronavirus latest: at a glance, draft put online states remdesivir benefit severe coronavirus patientscoronavirus latest  glance,https://www.theguardian.com/world/2020/apr/23/high-hopes-drug-for-covid-19-treatment-failed-in-full-trial
24/4/2020,technology;coronavirus,Guardian,UK,germany, At the drive-in: ENO to stage opera at a safe physical distance, Live performances planned at Alexandra Palace for audience in cars (or on bicycles), live performances planned alexandra palace audience cars  bicycles ,https://www.theguardian.com/music/2020/apr/24/at-the-drive-in-eno-to-stage-coronavirus-lockdown-friendly-opera
23/4/2020,coronavirus;technology,Guardian,UK,, Coronavirus: what would a year of physical distancing mean for the UK?, Some restrictions likely to be gradually eased but older people may be stuck at home, restrictions likely gradually eased older people may stuck home,https://www.theguardian.com/world/2020/apr/23/what-would-year-physical-distancing-mean-for-uk
23/4/2020,government;technology;coronavirus,Guardian,UK,, Senior Tories urge government to reveal plans on easing UK lockdown, More transparency ‘desperately needed’ by businesses and the public, transparency ‘desperately needed’ businesses public,https://www.theguardian.com/world/2020/apr/23/tories-urge-government-to-reveal-details-on-easing-uk-lockdown-coronavirus
23/4/2020,technology;government;coronavirus,Guardian,UK,, Scientists criticise UK government's 'following the science' claim, Ministers accused of abdicating political duty to narrow field of opaque expertise on Covid-19, ministers accused abdicating political duty narrow field opaque expertise covid 19,https://www.theguardian.com/world/2020/apr/23/scientists-criticise-uk-government-over-following-the-science
23/4/2020,coronavirus;technology,Guardian,UK,germany, Why the UK is finding it so hard to reach 100 000 Covid-19 tests a day, A slow start  a top-down approach and long-term cuts to local services meant target was always going to be ambitious, slow start  top approach long term cuts local services meant target always going ambitious,https://www.theguardian.com/world/2020/apr/23/why-the-uk-is-finding-it-so-hard-to-reach-100000-covid-19-tests-a-day
24/4/2020,government;coronavirus;technology,Guardian,UK,, Sick care home residents not tested despite UK government pledge, Leaked email reveals delay 10 days after Matt Hancock said any resident with symptoms would be checked for coronavirus, leaked email reveals delay 10 days matt hancock said resident symptoms would checked coronavirus,https://www.theguardian.com/world/2020/apr/24/sick-care-home-residents-not-tested-despite-uk-government-pledge
23/4/2020,coronavirus;technology,Guardian,UK,, Coronavirus tests to be offered to key workers and families in England, Millions of workers and relatives will be able to book appointment online from Friday, millions workers relatives able book appointment online friday,https://www.theguardian.com/world/2020/apr/23/coronavirus-testing-to-be-offered-to-england-key-workers-and-families
23/4/2020,coronavirus;government;technology,Guardian,UK,, Scots must accept life alongside Covid-19 as new normal – Sturgeon, Scottish government planning for cycle of lockdowns being lifted and reimposed, scottish government planning cycle lockdowns lifted reimposed,https://www.theguardian.com/uk-news/2020/apr/23/scots-must-accept-life-alongside-covid-19-as-new-normal-sturgeon-lockdown
23/4/2020,coronavirus;technology,Guardian,UK,ireland, Lockdown may be lifted earlier in Northern Ireland than rest of UK, Arlene Foster makes statement as it emerges extra critical care capacity not expected to be needed, arlene foster makes statement emerges extra critical care capacity expected needed,https://www.theguardian.com/world/2020/apr/23/lockdown-may-be-lifted-earlier-in-northern-ireland-than-rest-of-uk
23/4/2020,coronavirus,Guardian,UK,ireland, Welsh first minister to set out plans for lifting country's lockdown, Mark Drakeford will announce proposals to ease restrictions as number of new cases stabilises, mark drakeford announce proposals ease restrictions number new cases stabilises,https://www.theguardian.com/uk-news/2020/apr/23/encouraging-signs-in-wales-but-lockdown-should-stay-says-nhs-chief
24/4/2020,coronavirus;technology,Guardian,UK,, How Outer Hebrides were perfectly primed to tackle coronavirus, Residents of Western Isles  which have yet to record a Covid-19 death  have plenty experience of isolation, residents western isles  yet record covid 19 death  plenty experience isolation,https://www.theguardian.com/uk-news/2020/apr/24/how-outer-hebrides-scotland-perfectly-primed-tackle-coronavirus
23/4/2020,coronavirus;technology,Guardian,UK,germany;spain;france;italy, Toxic air over London falls by 50% at busiest traffic spots, Lower pollution levels must persist after lockdown says capital’s mayor  Sadiq Khan, lower pollution levels must persist lockdown says capital’s mayor  sadiq khan,https://www.theguardian.com/environment/2020/apr/23/toxic-air-over-london-falls-by-50-at-busiest-traffic-spots
23/4/2020,coronavirus;government,Guardian,UK,ireland, MPs call for grants to help students in difficulty, Cross-party campaign says some students have lost jobs and can’t rely on parents to pay bills, cross party campaign says students lost jobs can’t rely parents pay bills,https://www.theguardian.com/education/2020/apr/23/mps-call-for-covid-19-grants-to-help-students-in-difficulty
23/4/2020,technology;coronavirus,Guardian,UK,georgia, 'It's way too early': Georgia businesses wary of governor's invitation to reopen, Critics say Brian Kemp’s decision to let nail salons  bowling alleys and restaurants open is political and not based on medical advice, critics say brian kemp’s decision let nail salons  bowling alleys restaurants open political based medical advice,https://www.theguardian.com/us-news/2020/apr/23/georgia-businesses-wary-governor-brian-kemp-reopen
22/4/2020,coronavirus;government;technology,Guardian,UK,, Top vaccine expert says he was fired for resisting Trump on hydroxychloroquine, Rick Bright  who directed key government agency  tells New York Times refusal to embrace unproven treatment led to departure, rick bright  directed key government agency  tells new york times refusal embrace unproven treatment led departure,https://www.theguardian.com/world/2020/apr/22/rick-bright-trump-hydroxychloroquine-coronavirus
23/4/2020,coronavirus;technology,Guardian,UK,singapore;bangladesh;china;india, 'We’re in a prison': Singapore's migrant workers suffer as Covid-19 surges back, Singapore was lauded for its swift action to suppress infections but crisis has shone spotlight on how it treats marginalised migrants, singapore lauded swift action suppress infections crisis shone spotlight treats marginalised migrants,https://www.theguardian.com/world/2020/apr/23/singapore-million-migrant-workers-suffer-as-covid-19-surges-back
23/4/2020,coronavirus;technology,Guardian,UK,china;hungary;india;turkey, Coronavirus pandemic is becoming a human rights crisis  UN warns, Report released on authoritarian responses  surveillance  closed borders and other rights abuses, report released authoritarian responses  surveillance  closed borders rights abuses,https://www.theguardian.com/world/2020/apr/23/coronavirus-pandemic-is-becoming-a-human-rights-crisis-un-warns
23/4/2020,coronavirus;technology,Guardian,UK,germany;spain;italy;netherlands;sweden, EU leaders clash over trillion-euro Covid-19 aid in online meeting, Virtual summit debates rescue package to protect single market from slumpEU summits swap huddles and wine for muted mics and pop art Coronavirus delivers a ‘moment of truth’ on the meaning of the EU, virtual summit debates rescue package protect single market slumpeu summits swap huddles wine muted mics pop art coronavirus delivers ‘moment truth’ meaning eu,https://www.theguardian.com/world/2020/apr/23/clashes-predicted-over-trillion-euro-covid-19-aid-as-eu-meets-online
23/4/2020,coronavirus,Guardian,UK,china, China coronavirus cases may have been four times official figure  says study, , ,https://www.theguardian.com/world/2020/apr/23/china-coronavirus-cases-might-have-been-four-times-official-figure-says-study
23/4/2020,technology;coronavirus,Guardian,UK,, EU summits swap huddles and wine for muted mics and Pringles pop art, Virtual meetings bring technical problems  differences in decor and questions of trust, virtual meetings bring technical problems  differences decor questions trust,https://www.theguardian.com/world/2020/apr/23/eu-summits-swap-huddles-and-wine-for-muted-mics-and-pringles-pop-art
23/4/2020,coronavirus;technology,Guardian,UK,austria;germany;finland;italy;netherlands, Coronavirus delivers a 'moment of truth' on the meaning of the EU, The issue of recovery funds shapes up as an acid test of commitment to the union, issue recovery funds shapes acid test commitment union,https://www.theguardian.com/world/2020/apr/23/coronavirus-delivers-a-moment-of-truth-on-the-meaning-of-the-eu
23/4/2020,technology;coronavirus,Guardian,UK,sudan;egypt;ethiopia, 'It'll cause a water war': divisions run deep as filling of Nile dam nears, Despite Egypt’s fears of ‘hydro hegemony’ and concerns it will worsen water shortages in Sudan  Ethiopia’s controversial dam project is close to fruition, despite egypt’s fears ‘hydro hegemony’ concerns worsen water shortages sudan  ethiopia’s controversial dam project close fruition,https://www.theguardian.com/global-development/2020/apr/23/itll-cause-a-water-war-divisions-run-deep-as-filling-of-nile-dam-nears
23/4/2020,coronavirus,Guardian,UK,, Nova Scotia shooting: residents ask why authorities didn't send emergency alert, Residents say emergency alert during shooting spree could have saved lives as gunman drove around the province for over 12 hours, residents say emergency alert shooting spree could saved lives gunman drove around province 12 hours,https://www.theguardian.com/world/2020/apr/23/nova-scotia-shooting-emergency-alert
23/4/2020,coronavirus;government,Guardian,UK,, UK seeks to borrow £225bn to fund huge surge in public spending, Borrowing for just four months nears annual peak figure for 2009-10 financial crisis as coronavirus ravages economy, borrowing four months nears annual peak figure 2009 10 financial crisis coronavirus ravages economy,https://www.theguardian.com/business/2020/apr/23/uk-seeks-to-borrow-225bn-to-fund-huge-surge-in-public-spending
23/4/2020,coronavirus;technology,Guardian,UK,france, Thousands of firms may fail if rescue schemes not expanded  says CBI, More grants and loans needed to help small businesses weather Covid-19 lockdown  say leaders, grants loans needed help small businesses weather covid 19 lockdown  say leaders,https://www.theguardian.com/business/2020/apr/23/thousands-of-firms-may-fail-if-rescue-schemes-not-expanded-says-cbi
23/4/2020,coronavirus,Guardian,UK,, Coronavirus lockdown tips UK economy into biggest slump on record, Recession and unprecedented squeeze on incomes likely  says Bank of England policymaker, recession unprecedented squeeze incomes likely  says bank england policymaker,https://www.theguardian.com/business/2020/apr/23/coronavirus-lockdown-tips-uk-economy-into-biggest-slump-on-record
23/4/2020,coronavirus;technology;government,Guardian,UK,, Coronavirus will cause 'lasting changes' to shopping habits  says Unilever boss, Alan Jope predicts continued growth in online shopping and continued higher sales of cleaning products, alan jope predicts continued growth online shopping continued higher sales cleaning products,https://www.theguardian.com/business/2020/apr/23/coronavirus-will-cause-lasting-changes-to-shopping-habits-says-unilever-boss
23/4/2020,coronavirus;government,Guardian,UK,, Commercial property landlords banned from demanding rent arrears, Temporary ban intended to protect UK retailers and other firms from ‘aggressive rent collection’ during coronavirus crisis, temporary ban intended protect uk retailers firms ‘aggressive rent collection’ coronavirus crisis,https://www.theguardian.com/business/2020/apr/23/commercial-property-landlords-banned-from-demanding-rent-arrears
24/4/2020,coronavirus;technology,Guardian,UK,, What will coronavirus mean for the British economy?, As the UK faces what may be its worst ever recession  we begin a monthly series exploring the financial shock to business and living standards, uk faces may worst ever recession  begin monthly series exploring financial shock business living standards,https://www.theguardian.com/world/2020/apr/24/what-will-coronavirus-mean-for-the-british-economy
22/4/2020,coronavirus;technology,Guardian,UK,, Ethnic minorities dying of Covid-19 at higher rate  analysis shows, Exclusive: ministers urged to recognise racial inequality and race are risk factors for disease, exclusive  ministers urged recognise racial inequality race risk factors disease,https://www.theguardian.com/world/2020/apr/22/racial-inequality-in-britain-found-a-risk-factor-for-covid-19
22/4/2020,technology;coronavirus,Guardian,UK,turkey, Hancock's department 'warned No 10' not to publicise PPE shipment, Exclusive: Department of Health ‘strongly advised’ Robert Jenrick not to make promise but was overruled  sources say, exclusive  department health ‘strongly advised’ robert jenrick make promise overruled  sources say,https://www.theguardian.com/politics/2020/apr/22/hancocks-department-warned-no-10-not-to-publicise-ppe-shipment
22/4/2020,coronavirus;technology,Guardian,UK,australia;china;germany;france;india;italy;japan, Earth Day: Greta Thunberg calls for 'new path' after pandemic, Climate activist says Covid-19 outbreak shows change can happen when we listen to scientists, climate activist says covid 19 outbreak shows change happen listen scientists,https://www.theguardian.com/environment/2020/apr/22/earth-day-greta-thunberg-calls-for-new-path-after-pandemic
22/4/2020,coronavirus;technology,Guardian,UK,, Fears of rise in UK terrorist recruits as anti-radicalisation referrals collapse, Prevent referrals thought to be 50% down as far-right and Islamist groups exploit vulnerable in lockdown, prevent referrals thought 50  far right islamist groups exploit vulnerable lockdown,https://www.theguardian.com/uk-news/2020/apr/22/fears-of-rise-in-uk-terrorism-recruits-after-anti-radicalisation-referrals-collapse-coronavirus
22/4/2020,coronavirus;technology,Guardian,UK,italy, Couple at sea for a month reveal shock at scale of coronavirus pandemic, Elena Manighetti  from Lombardy  and Ryan Osborne told families not to contact them with bad news during Atlantic crossing, elena manighetti  lombardy  ryan osborne told families contact bad news atlantic crossing,https://www.theguardian.com/world/2020/apr/22/couple-at-sea-for-a-month-reveal-shock-at-scale-of-coronavirus-pandemic
22/4/2020,coronavirus;government,Guardian,UK,australia, Ryanair boss says airline won't fly with 'idiotic' social distancing rules, Michael O’Leary says business model will be in tatters if he is forced to leave middle seats empty, michael o’leary says business model tatters forced leave middle seats empty,https://www.theguardian.com/business/2020/apr/22/ryanair-boss-says-airline-wont-fly-with-idiotic-social-distancing-rules
22/4/2020,government;coronavirus,Guardian,UK,, UK will need social distancing until at least end of year  says Whitty, Government’s chief medical officer says return to normal in short term is ‘wholly unrealistic’, government’s chief medical officer says return normal short term ‘wholly unrealistic’,https://www.theguardian.com/world/2020/apr/22/uk-will-need-social-distancing-until-at-least-end-of-year-says-whitty
22/4/2020,coronavirus;technology,Guardian,UK,, Raab is tried and found wanting by a masterful Starmer, Starmer rehearses for the inevitable inquiry into coronavirus failings while Hancock increases his number of pillars  even if not tests, starmer rehearses inevitable inquiry coronavirus failings hancock increases number pillars  even tests,https://www.theguardian.com/politics/2020/apr/22/raab-is-tried-and-found-wanting-by-a-masterful-starmer
22/4/2020,coronavirus;technology,Guardian,UK,china;turkey, Revealed: Private firm running UK PPE stockpile was sold in middle of pandemic, Movianto was also involved in legal disputes with firm that built warehouse to store equipmentby Harry Davies, movianto also involved legal disputes firm built warehouse store equipmentby harry davies,https://www.theguardian.com/world/2020/apr/22/revealed-private-firm-running-uk-ppe-stockpile-was-sold-in-middle-of-pandemic
22/4/2020,government;technology;coronavirus,Guardian,UK,, UK government accused of cover-up over EU scheme to buy PPE, Matt Hancock denies ‘political decision’ but ministers urged to reveal details, matt hancock denies ‘political decision’ ministers urged reveal details,https://www.theguardian.com/politics/2020/apr/22/uk-government-accused-of-cover-up-over-eu-scheme-to-buy-ppe
22/4/2020,coronavirus;technology,Guardian,UK,, Why are people from BAME groups dying disproportionately of Covid-19?, Co-morbidities  demographics and societal imbalances all play a part  says UCL professor Nishi Chaturvedi, co morbidities  demographics societal imbalances play part  says ucl professor nishi chaturvedi,https://www.theguardian.com/world/2020/apr/22/why-are-people-from-bame-groups-dying-disproportionately-of-covid-19
22/4/2020,coronavirus;government,Guardian,UK,, Favouring young over old in Covid-19 treatment justifiable  says ethicist, Prof Arthur Caplan: age a “valid criterion” to use when making the “terrible choice”, prof arthur caplan  age “valid criterion” use making “terrible choice”,https://www.theguardian.com/world/2020/apr/22/favouring-young-over-old-in-covid-19-treatment-justifiable-says-ethicist
22/4/2020,technology;coronavirus,Guardian,UK,pakistan, 'What is happening is not normal. We 100% need answers. This is not adding up', Zia Wassan says there is a feeling of vulnerability in BAME communities like his and more needs to be done prevent deaths, zia wassan says feeling vulnerability bame communities like needs done prevent deaths,https://www.theguardian.com/world/2020/apr/22/what-is-happening-is-not-normal-we-100-need-answers-this-is-not-adding-up
22/4/2020,coronavirus;technology,Guardian,UK,, GP calls for action after 125 of her care home patients die of Covid-19, Lack of coherent strategy for coronavirus fuels fears of devastating death toll, lack coherent strategy coronavirus fuels fears devastating death toll,https://www.theguardian.com/world/2020/apr/22/without-a-plan-its-not-going-to-stop-care-homes-fear-worst-yet-to-come-covid-19
22/4/2020,technology;coronavirus,Guardian,UK,ireland, True-life portraits  imaginary nuptials and fantasising sheep, Creativity erupts in spinning lambs and humans conjuring up a stand-in wedding  Instagram NHS gallery and indoor marathon, creativity erupts spinning lambs humans conjuring stand wedding  instagram nhs gallery indoor marathon,https://www.theguardian.com/news/2020/apr/22/true-life-portraits-imaginary-nuptials-and-fantasising-sheep
22/4/2020,coronavirus;technology,Guardian,UK,, Top economist: US coronavirus response is like 'third world' country, Joseph Stiglitz attacks Donald Trump  saying US on course for second Great Depression, joseph stiglitz attacks donald trump  saying us course second great depression,https://www.theguardian.com/business/2020/apr/22/top-economist-us-coronavirus-response-like-third-world-country-joseph-stiglitz-donald-trump
22/4/2020,coronavirus,Guardian,UK,bulgaria;indonesia;india;philippines;romania;ukraine, World Bank warns of collapse in money sent home by migrant workers, Covid-19 unemployment expected to cause $110bn drop in remittances to developing world, covid 19 unemployment expected cause  110bn drop remittances developing world,https://www.theguardian.com/global-development/2020/apr/22/world-bank-warns-of-collapse-in-money-sent-home-by-migrant-workers
23/4/2020,coronavirus;technology,Guardian,UK,china;germany;italy;singapore, Italians call for justice for relatives killed by coronavirus, Facebook group seeks legal action against authorities responsible for errors at start of outbreak, facebook group seeks legal action authorities responsible errors start outbreak,https://www.theguardian.com/world/2020/apr/23/italians-call-for-justice-for-relatives-killed-by-coronavirus
22/4/2020,coronavirus;technology,Guardian,UK,, Eddie's last farewell: a funeral in the time of coronavirus – photo essay, The Guardian photographer Murdo MacLeod was granted access to the funeral of Eddie Goodall  who died from Covid-19 aged 84. The family could only have a scaled-down funeral  having completed self-isolation themselvesby Harriet Sherwood  photographs by Murdo MacLeod, guardian photographer murdo macleod granted access funeral eddie goodall  died covid 19 aged 84  family could scaled funeral  completed self isolation themselvesby harriet sherwood  photographs murdo macleod,https://www.theguardian.com/uk-news/2020/apr/22/eddies-last-farewell-a-funeral-in-the-time-of-coronavirus-photo-essay
22/4/2020,technology;coronavirus,Guardian,UK,afghanistan;indonesia;israel;jordan;pakistan;turkey, Ramadan in a time of plague: 'The best thing is to stay home  stay quiet', For many the inability to pray and eat together will be keenly felt  while others are carrying on regardless, many inability pray eat together keenly felt  others carrying regardless,https://www.theguardian.com/world/2020/apr/22/ramadan-in-a-time-of-plague-coronavirus-the-best-thing-is-to-stay-home-stay-quiet
22/4/2020,coronavirus;technology,Guardian,UK,lebanon;iraq;jordan;turkey, Fears realised as first Covid-19 case found in Lebanon refugee camp, Palestinian woman tests positive as medics scramble to contain outbreak, palestinian woman tests positive medics scramble contain outbreak,https://www.theguardian.com/world/2020/apr/22/fears-realised-as-first-covid-19-case-diagnosed-in-lebanon-refugee-camp
22/4/2020,coronavirus;technology,Guardian,UK,egypt, South Africa puts soldiers on standby as lockdown tensions mount, President announces $26bn relief package and will set out plans to lift restrictions, president announces  26bn relief package set plans lift restrictions,https://www.theguardian.com/world/2020/apr/22/south-africa-puts-soldiers-on-standby-as-lockdown-tensions-mount
