date,categories,paper,paper_country,mentioned_countries,headline,summary,news,link
04/11/2020,government,Hindustan Times,India,india,Bineesh Kodiyeri’s residence  many locations in Kerala raided in drug case,A joint team of ED and Income Tax searched the house of Kodiyeri and business establishments of his friends and partners simultaneously. The central agencies were given the Central Reserve Police Force protection.,The house of Bineesh Kodiyeri - son of the state secretary of the Communist Party of India (Marxist)  Kodiyeri Balakrishnan - and seven other spots in Thiruvananthapuram were raided on Wednesday by the Enforcement Directorate probing the money laundering case related to Bengaluru drug haul even as the state government withdrew general consent given to the Central Bureau of Investigation.  A joint team of ED and Income Tax searched the house of Kodiyeri and business establishments of his friends and partners simultaneously. The central agencies were given the Central Reserve Police Force protection. There were intelligence reports that left youth outfits may protest against the raid.  Arrested on October 29  Kodiyeri is under the ED custody in Bengaluru. He landed in trouble after the Bengaluru drug racket accused Anoop Mohammad gave a statement to the Narcotics Control Bureau (NCB)  saying that Kodiyeri had helped him a lot in his “business venture”. Later his name also figured in the call list of Mohammad. He was arraigned as the sixth accused in the money laundering case connected to drug haul.  During investigation in the gold smuggling case  multiple agencies also found that drug and smuggling cases were interconnected. One of the accused in gold smuggling KT Ramees and alleged drug peddler Mohammad were thick friends. They also found that Ramees had made several trips to Bengaluru before his arrest. The ED suspects that huge properties owned by Kodiyeri in Kerala and Karnataka might have been bought with the proceeds of narcotics and gold smuggling. Meanwhile  the government has decided to withdraw the general consent given to the CBI to investigate cases in the state like four other opposition-ruled states. “We will not allow free run of central agencies in the state. They are in a race to portray the state government in bad light ” said state law minister AK Balan. Last month  the state government had to rush to the High Court to quash the CBI probe into the Life Mission project. The court stayed it for two months. It is a scheme to build free dwelling units for the homeless  but irregularities came to light when central agencies were probing the gold smuggling case.  When lockers of the main accused in the smuggling case  Swapna Suresh  were opened they got Rs one crore cash and two kg gold. Later she reportedly told agencies that this was the commission she received for clinching a deal with an international aid agency ‘Red Crescent’  which funded the Life Mission project in Vadakkanchery in the Thrissur district.  The anti-corruption unit of the CBI later registered a case under the Foreign Contribution Regulation Act (FCRA). But the state government maintained that it will not come under the purview of the FCRA and moved the court.,https://www.hindustantimes.com/india-news/bineesh-kodiyeri-s-residence-many-locations-in-kerala-raided-in-drug-case/story-Wlrl3AAoA9rvkLrqtqUSdM.html
04/11/2020,government,Hindustan Times,India,india,‘Assaulted by police during arrest’  claims Republic TV editor Arnab Goswami,Arnab Goswami was arrested on Wednesday morning from his Mumbai house in connection with the death of interior designer Anvay Naik and his mother Kumud Naik in May 2018.,Hours after he was arrested  Republic TV editor-in-Chief Arnab Goswami was produced before a court in Mumbai on Wednesday where he claimed that he was assaulted by police officials. Goswami said told the court that he suffered injuries on his hand  back and finger due to the assault. Following his allegation  he was sent back to the Alibaug police station where a civil surgeon has been asked to verify the claims. Goswami’s lawyer Gaurav Parker said that he will be produced again in the court this evening.  The news anchor was arrested on Wednesday morning from his Mumbai house in connection with the death of interior designer Anvay Naik and his mother Kumud Naik. The mother-son duo was found dead in May 2018. Anvay was found dead at his first floor residence while his mother’s body was found on the ground floor on the bed. According to a suicide note  Anvay alleged that he and his mother were forced to end their lives because he was not paid his dues amounting to Rs 5.40 crore by Arnab and two others identified as Feroz Shaikh and Nitesh Sarda - owners of two different firms.  Also Read| ‘No one is above the law’: Maharashtra home minister Anil Deshmukh on Arnab Goswami’s arrest In 2018  the Alibaug police had filed a case of abetment to suicide but in 2019 the case was closed by Raigad Police. The arrest comes at a time when an investigation against Goswami is underway in the TRP fraud case. While Shiv Sena leader Sanjay Raut asserted that due law and procedures were followed in the arrest of Goswami  many BJP leaders have come out in support of the journalist terming the incident “shameful”. BJP chief JP Nadda drew a parallel to the Emergency in 1975  saying  “India didn’t forgive Indira Gandhi for the Emergency. India never forgave Rajiv Gandhi for his assault on press freedom. And now  India will again punish Sonia-Rahul Gandhi for their brazen and intimidating use of state power to get equal with journalists.” Also Read: Action followed law  no revenge under Sena government  says Sanjay Raut on Arnab Goswami’s arrest Union finance minister Nirmala Sitharaman also slammed the Maharashtra government and questioned where were media associations now. “Is the #MVA government in Maharashtra replaying #IndiraGandhi’s Emergency? Where are self-appointed guardians of #FoE in this #ArnabGoswami episode  which goes above & beyond ideological/political differences with a fellow journalist? No media ‘guilds’/Associations/Unions today?” she wrote on Twitter.,https://www.hindustantimes.com/india-news/assaulted-by-police-during-arrest-claims-republic-tv-editor-arnab-goswami/story-GAQ6piv57rsb9TGpAMaUDL.html
04/11/2020,government,Hindustan Times,India,china;oman;pakistan,Farm laws: At Jantar Mantar protest  Punjab CM flays those calling his state anti-national,Singh said  “Please don’t think Punjab is out to disturb the peace of the country. It is not. We are there to preserve the peace of the country. We have given blood many times in the past and we will never shy away from doing so in future”,Punjab chief minister Captain Amarinder Singh on Wednesday came down heavily on those calling his state “anti-national” and asserted that tens and thousands of Punjabi soldiers are deployed in borders along China and Pakistan to preserve the peace of the country.  “Please don’t think Punjab is out to disturb the peace of the country. It is not. We are there to preserve the peace of the country. We have given blood many times in the past and we will never shy away from doing so in future ’ Singh said.  He made the remark while addressing a gathering at a protest launched by lawmakers from Punjab against the Centre’s recently-enacted farm laws at Jantar Mantar in the national capital. Also read | Chhattisgarh passes amendment bill to counter Centre’s farm bills The protests was organised after President Ram Nath Kovind reportedly refused to meet a delegation from the state  led by CM Singh  on three farm bills passed by the state assembly in October.  Earlier on Wednesday morning  Singh along with some Congress Members of Parliament (MPs) and legislators from Punjab paid tributes to Father of the Nation Mahatma Gandhi at Raj Ghat in the national capital.  “Never think that Punjab will do anything anti-national. We have Pakistan as our neighbour  which is continuously trying to provoke us by sending up to three drones daily to drop arms and ammunition. These weapons are likely to go into the hands of criminals and anti-nationals. We have shared our inputs and apprehensions with the Central government. We don’t want trouble in Punjab because it is a border state. If law and order situation worsens in Punjab  then it will impact the country’s security ” Singh added.  Former Punjab minister Navjot Singh Sidhu also joined the protest  indicating a thaw in his ties with the CM at the intervention of the Congress leadership.  Lok Insaaf Party legislator Simranjit Singh Bains  Punjabi Ekta Party lawmaker Sukhpal Khaira and Shiromani Akali Dal (Democratic) legislator Parminder Singh Dhindsa were also present on the occasion.  The Congress  many other opposition parties and several farmers’ organisations have been protesting against the recent farm legislations  alleging that these will harm the interests of farmers and benefit corporate entities. The claim has been denied by the Narendra Modi-led National Democratic Alliance (NDA) government.  The Centre has asserted that these new laws would be beneficial for farmers and would also increase their income.  The three farm bills -- the Farmer’s Produce Trade and Commerce (Promotion and Facilitation) Bill  2020; the Farmers (Empowerment and Protection) Agreement of Price Assurance and Farm Services Bill  2020; and the Essential Commodities (Amendment) Bill  2020 -- were passed by Parliament in September.  In October  the Punjab assembly adopted a resolution  rejecting the Centre’s new farm laws and passed three bills to counter the contentious legislation enacted by Parliament.  Singh urged President Kovind to give his assent to the farm bills submitted to Punjab Governor VP Singh Badnore on October 20.  The CM invoked former Union minister Arun Jaitley and said the late Bharatiya Janata Party (BJP) leader had asked the BJP-ruled states in 2016 to make their own laws on Concurrent List of Business in line with the provisions in the Constitution to override the land acquisition law passed by the Congress-led United Progressive Alliance (UPA) government in 2013.  “The bills are with the Raj Bhavan. I don’t know why the Governor is holding back these bills. He has no role to play. A Governor is only a post box and it is his duty to forward any such bill to the President. He doesn’t have to give any comments ” the CM said.  “I wanted to meet President Kovind because he is the head of our country and it is my duty to brief him on both law and order and food security situation in my state. It is for him to take a call. We hope that he will give his assent to the bills ” he added.,https://www.hindustantimes.com/india-news/farm-laws-at-jantar-mantar-protest-punjab-cm-flays-those-calling-his-state-anti-national/story-YseTCYzFzLjxnoZ4dWzfxL.html
04/11/2020,government,Hindustan Times,India,,Rajnath Singh slams Congress and Maha govt Arnab Goswami’s arrest  calls it a ‘totalitarian tendency’,Goswami has been arrested in the death case of interior designer Anvay Naik  who allegedly died by suicide in Alibaug in May 2018.,Union Minister Rajnath Singh on Wednesday said that the arrest of journalist Arnab Goswami reflects the “totalitarian tendency” to weaken the fourth pillar of democracy.  “The treatment of senior journalist Arnab Goswami is a symbol of the totalitarian tendency to weaken the fourth pillar of democracy and suppress the voice of protest. Congress should take note of the many instances  including the emergency  that the governments that oppress the press have suffered the wrath of fate ” Rajnath tweeted. Meanwhile  BJP chief Jagat Prakash Nadda said that the way Goswami was arrested shows the mentality of the Congress party and the Maharashtra Government. “The way Republic TV’s editor-in-chief Arnab Goswami was arrested  it shows the mentality of Congress party and Maharashtra Government. It is a big blow to the principles of democracy and journalism. I condemn it ” Nadda said while speaking to reporters at Patna airport.  Goswami has been arrested in the death case of interior designer Anvay Naik  who allegedly died by suicide in Alibaug in May 2018. A suicide note purportedly written by Naik alleged that Goswami had not paid him his dues. Later  Goswami was also named in the FIR of Naik’s death case. Goswami has alleged that he along with his mother-in-law  father-in-law  son and wife have been physically assaulted. Mumbai Police entered Goswami’s residence today and allegedly physically assaulted his family members and him. Republic TV channel has telecast visuals of Mumbai police entering Goswami’s residence and what appears to be a scuffle.,https://www.hindustantimes.com/india-news/rajnath-singh-slams-congress-and-maha-govt-arnab-goswami-s-arrest-calls-it-a-totalitarian-tendency/story-OdxXiYLOEYP3VX767cBWmM.html
04/11/2020,government,Hindustan Times,India,,Minor girl in Bhopal allegedly raped for 7 years by brother-in-law,The crime came to light after the 16-year-old survivor shared her ordeal with her friend  with whom she works as a volunteer in an NGO.,A minor girl was allegedly raped in Bhopal for seven years by her brother-in-law after she lost her parents  police said Tuesday.  Police registered an FIR against the 32-year-old man under section 376 (rape) of IPC and under relevant sections of Protection of Children from Sexual Offence (POCSO) Act on Tuesday. Police are trying to nab the accused  who is absconding  said Sai Krishna Thota  superintendent of police  Bhopal (South).  The crime came to light after the 16-year-old survivor shared her ordeal with her friend  with whom she works as a volunteer in a non-government organisation (NGO). The friend informed her seniors in the NGO. The NGO members counselled the girl and helped her in lodging the complaint with the police  said the SP.  “The victim lost her parents when she was just 9-year-old in 2014. Her elder sister and her husband  who is the accused  took her and her elder brother to their home to take care of them. The accused raped her after a few weeks of taking the girl home. He raped her many a time at a rented accommodation of his friend. He threatened her of dire consequences if she reported the crime to anyone. A few years ago  the girl shifted to some other place with her brother  who got a job. The girl also started working with the NGO since a few months ago ” said the officer.  The girl recently shared her ordeal with her friend. When some NGO members to whom her friend conveyed the girl’s sufferings at her brother-in-law’s hand they talked to the girl but she did not open up. However  after counselling she mustered courage to tell them what had happened to her all these years. She lodged a complaint with TT Nagar police station on Monday  said Manoj Dave  town inspector TT Nagar police station.  “An investigation is going on ” Dave said.,https://www.hindustantimes.com/india-news/minor-girl-in-bhopal-allegedly-raped-for-7-years-by-brother-in-law/story-wsK86EJrPagmKmssTftB5K.html
04/11/2020,government,Hindustan Times,India,india;australia;china;israel;japan;pakistan,US Election 2020: Outcome unlikely to impact ties between two countries  says foreign secretary Harsh Shringla,Presidential candidate Joe Biden has made it “very clear that he values a strong India-US strategic partnership”  and this is common to both Biden and US President Donald Trump  Shringla said in an interview with DW News channel,The outcome of the American presidential election is unlikely to impact India’s relationship with the US as it is based on bipartisan support  foreign secretary Harsh Shringla has said.  Presidential candidate Joe Biden has made it “very clear that he values a strong India-US strategic partnership”  and this is common to both Biden and US President Donald Trump  Shringla said in an interview with DW News channel.  “Our relations with the US are really based on bipartisan support  you see it in Congress  you see it at the public levels. We do believe that we have forged a relationship that today has withstood the test of time  is very comprehensive and multi-faceted ” he said.  Also read | Betting odds tighten but still favour Trump over Biden “We not only share the same values and principles but we also have the same strategic vision in what could be bilateral  regional or multilateral relations ” he added.  Prime Minister Narendra Modi’s ties with Trump “have been special”  he said  noting that Modi’s “relationship with [former president Barack] Obama was also very special”.  Asked about the border standoff with China in the Ladakh sector of the Line of Actual Control (LAC)  Shringla replied  “Clearly there we believe that the situation has involved some level of deterioration...it has contributed to deterioration in terms of the ties between our two countries because of the unusual step of China to seek to unilaterally alter the status quo.”  Shringla responded to questions on whether China had occupied territory on the Indian side of the LAC by saying  “You have to keep in mind that there is no common perception of the border  but yet if you seek to change where the current line where troops are  then of course it does impact on the larger relationship.  “We are concerned that China has taken this step. We are very  very clear that we will stand firm and resolute in our resolve not to allow our territorial integrity or sovereignty to be compromised.”  Responding to a question on the Quadrilateral Security Dialogue or Quad grouping that comprises India  Australia  Japan and the US  Shringla said  “The Quad is a grouping of countries which have the same vision of a free  open and transparent Indo-Pacific region  an international rules-based order  international freedom of navigation in global commons and also issues such as open connectivity [and] respecting the sovereignty and territorial integrity of states.”  The members of the Quad are “working to bolster the capacities and abilities of countries in the Indo-Pacific  with Asean as its centrality  in a manner that is both constructive and cooperative”.  Shringla was scathing in his response to a question about Pakistan Prime Minister Imran Khan describing the government of India as “fascist”  and said  “That is ripe coming from the prime minister of a country that does not recognise the state of Israel  that till now does not acknowledge that the Holocaust took place  that has provided a safe sanctuary for Osama bin Laden and Mullah Omar of the Taliban years after 9/11  a country that today has a debt higher than its GDP  a country that has enormous socio-economic problems and political problems now with an entire coalition of all the opposition parties seeking to unseat Prime Minister Imran Khan and those who back him from the deep state.”  He said the remarks were “an attempt to distract international attention and domestic attention” from Khan’s problems. “Considering his situation and Pakistan’s own approach towards radicalism  terrorism and issues that are important to the international community  he really shouldn’t be making such irresponsible statements ” he added.,https://www.hindustantimes.com/us-presidential-election/us-election-2020-outcome-unlikely-to-impact-ties-between-two-countries-says-foreign-secretary-harsh-shringla/story-aZ6w1DW8qTePtmc62HZEjK.html
04/11/2020,coronavirus;technology,Hindustan Times,India,india;united states,India’s services activity grew in October for first time in 8 months  survey shows,The Nikkei/IHS Markit Services Purchasing Managers’ Index (PMI) climbed to 54.1 in October  the highest since February. The PMI was 49.8 in September.,Activity in India’s dominant services industry  expanded for the first time in eight months in October as demand surged  but pandemic hit firms continued to cut jobs  a private survey showed on Wednesday. The findings  coupled with a similar survey on Monday which found Indian manufacturing growth expanded at its fastest pace in over a decade  suggest a recovery in Asia’s third-largest economy is under way. The Nikkei/IHS Markit Services Purchasing Managers’ Index(PMI) climbed to 54.1 in October from September’s 49.8. It was the highest reading since February and comfortably above the 50-mark separating growth from contraction. “It’s encouraging to see the Indian service sector joining its manufacturing counterpart and posting a recovery in economic conditions from the steep deteriorations caused by the Covid-19 pandemic earlier in the year ” Pollyanna De Lima  economics associate director at IHS Markit  said in a release. “Service providers signalled solid expansions in new work and business activity during October. They were also more upbeat about the outlook  though hopes of output growth in the year ahead were pinned on a Covid-19 vaccine.” A sub-index tracking overall demand showed it expanded for the first time since February but new export business remained firmly in contraction territory as restrictions imposed across the world due to the Covid-19 pandemic hammered foreign demand. That led firms to cut jobs for the eight straight month  the longest streak on record. “Survey participants indicated that workers on leave had not returned and that a widespread fear of Covid-19 contamination continued to restrict staff supply ” De Lima added. The composite PMI  which includes both manufacturing and services  rose to 58.0 last month  its highest since January 2012  from September’s 54.6. Although service providers remained optimistic about the year ahead  optimism strengthened to a seven-month high last month  the expectations index remained well below the long-term average. Input costs increased at the quickest pace since February but firms absorbed much of the jump to win business amid growing concerns that rising coronavirus infections could halt the nascent recovery in the services industry  which contributes over 60% to the country’s gross domestic product. India has the world’s second-highest coronavirus caseload at well over 8 million  behind only the United States. New daily cases in India have been falling since September  but experts warn infections could rise again during the festival season.,https://www.hindustantimes.com/business-news/india-s-services-activity-grew-in-october-for-first-time-in-8-months-survey-shows/story-8gzPjAqctOfT8Nom0sBv3L.html
04/11/2020,government,Hindustan Times,India,,Kerala withdraws consent to CBI for probes in state,Recently  Maharashtra government’s decision to withdraw the consent just after CBI decided to probe the TRP scam led to controversies.,Kerala on Wednesday joined the list of non-BJP-ruled states of West Bengal  Rajasthan  Chhattisgarh and Maharashtra to withdraw its general consent given to the Central Bureau of Investigation (CBI). The decision  which was on the table for quite some time  was finalised in the Cabinet meeting. From now on  the probe agency will have to seek prior permission from the state government before registering a case in the state. Recently  Maharashtra’s Maha Vikas Aghadi government decided to block the CBI in the stats. The decision saw an uproar as the decision was announced a day after CBI decided to investigate the TRP scam in Maharashtra. The state government is at a critical juncture where it is raging several wars against the Centre. Blocking CBI in the state  therefore  was seen as a salvo against the Centre which raised doubt over Mumbai Police’s investigation into Sushant Singh Rajput’s death.  Also Read: Maharashtra withdraws consent to CBI for probes in state CBI comes under the DSPE Act and it requires states to give the agency a general consent to act against central government employees within a state as public order and police come under the state governments  which routinely renew this permission. In late 2018  West Bengal and Andhra Pradesh withdrew the general consent to CBI for investigations  alleging that the Centre was misusing the agency to harass opponents. However  the government of YS Jagan Mohan Reddy  which came into power in Andhra 2019  reversed the decision. Chhattisgarh  ruled by the Congress  withdrew the general consent to CBI in January 2019. And in July 2020  the Ashok Gehlot-led government in Rajasthan followed suit. The Kerala government and the CBI are at odds owing to the latter’s ongoing probe into Life Mission  a state housing project for the homeless. The CBI was probing alleged irregularities in this project. In October  the Kerala high court stayed CBI investigation considering a plea by the state government.,https://www.hindustantimes.com/india-news/kerala-withdraws-consent-to-cbi-for-probes-in-state/story-P5e1yvYPMcggE1Gs7nnybP.html
04/11/2020,government,Hindustan Times,India,,‘No one is above the law’: Maharashtra home minister Anil Deshmukh on Arnab Goswami’s arrest,In May  Deshmukh  as Maharashtra’s home minister  had ordered re-investigation into an alleged abetment to suicide case from 2018 in which Goswami and two others are accused.,Speaking on the arrest of Republic TV editor-in-chief Arnab Goswami  Maharashtra home minister Anil Deshmukh on Wednesday said “no one is above the law ” adding that the state police will “work as per the law.” Also Read | Republic TV editor Arnab Goswami arrested in 2018 suicide abetment case “No one is above the law. Maharashtra Police will work as per the law ” Deshmukh said  hours after Goswami was arrested by Maharashtra Police in connection with a 2018 alleged abetment to suicide case. No one is above the law. Maharashtra Police will work as per the law: Maharashtra Home Minister Anil Deshmukh https://t.co/qJ9p67TxIV pic.twitter.com/UsvIhmrgs8 In May  Deshmukh  as Maharashtra’s home minister  had ordered a re-investigation into alleged death by suicide of 53-year-old interior designer Anvay Naik and his mother Kumud Naik. In a suicide note  Naik had written he was taking the step as he was not being paid collective dues amounting to Rs 5.40 crore by Goswami and two others. Following this  an FIR was registered by Alibaug Police against the three  including Goswami  but the case was closed by Raigad Police in 2019 before being its reopening was ordered by Deshmukh. Also Read | Arnab Goswami detained: All you need to know about abetment to suicide case Earlier  speaking on the arrest  Shiv Sena leader Sanjay Raut  too  had said the arrest of Goswami followed “due law and procedure.” The Sena is one of the three parties currently governing Maharashtra  with the Nationalist Congress Party (NCP)--to which Deshmukh belongs--and the Congress being the other two. Also Read | Action followed law  no revenge under Sena government  says Sanjay Raut on Arnab Goswami’s arrest Goswami’s arrest  which follows months of tussle with the Maharashtra government and the Mumbai Police over his channel’s coverage of a host of issues  has kicked up a political storm. Several leaders from the state’s opposition Bharatiya Janata Party (BJP)  as well as central ministers  including Union home minister Amit Shah  have condemned his arrest.,https://www.hindustantimes.com/india-news/no-one-is-above-the-law-maharashtra-home-minister-anil-deshmukh-on-arnab-goswami-s-arrest/story-wzH6DmzG0stU9DGSCBNCpL.html
04/11/2020,coronavirus,Hindustan Times,India,india,IIMC revises online entrance exam results twice following technical glitches,While the result was declared on October 30  it was revised twice  on October 31 and November 2  after some technical glitches were reported,The Indian Institute of Mass Communication (IIMC) has published the results of its online entrance exams three times within the last few days. While the result was declared on October 30  it was revised twice  on October 31 and November 2  after some technical glitches were reported.  The institute had conducted an online entrance exam this year as a one-time measure in view of the Covid-19 pandemic. The exam was held on October 18 and was conducted by the National Testing Agency.  Technical glitches were reported by some aspirants who took to Twitter to raise their concern over the errors in the results announced on October 30. Using the hashtag #iimcentrancescam  students pointed out several lapses in the results with some candidates being allotted more than one seat and some  whose result was withheld  being allotted a merit seat.  The result was first revised on October 31 and then on November 2. According to a notification published on the institute’s website  the NTA had found 28 candidates indulging in unfair means during the online entrance tests  so their results were withheld and they have been debarred from appearing in entrance test for a year. IIMC additional director general (administration) K Satish Nambudiripad said  “The institute immediately revised the results after some technical errors were reported. There were some inadvertent clerical errors and we have ratified them.” The institute offers eight postgraduate diploma courses  including English journalism  Hindi journalism  Radio and TV journalism  and Advertising and Public Relations. Besides Delhi  it has campuses in Amravati  Dhenkanal  Kottayam  and Jammu. The admission to these courses is done after a two-stage selection process-- entrance exam and interview.,https://www.hindustantimes.com/education/iimc-revises-online-entrance-exam-results-twice-following-technical-glitches/story-AkcpUtAh6JaXDDGt43fjCN.html
04/11/2020,government,Hindustan Times,India,,‘Blatant misuse of state power’: Amit Shah slams arrest of Arnab Goswami,This attack on free press must be and will be opposed  tweeted Amit Shah  blaming Congress for its “attack” on freedom of press.,Union home minister Amit Shah on Wednesday took to Twitter to slam the arrest of journalist Arnab Goswami in connection with a two-year-old case of abetment to suicide. The Republic Television editor  who is at loggerheads with the Maharashtra state government over a slew of recent incidents including Sushant Singh Rajput death investigation  TRP scam etc  was detained by Alibaugh Police on Wednesday morning. Republic Television has alleged that he and his family members were manhandled by the police. Later he was arrested and was being taken to Alibaugh. Several Union ministers including Prakash Javadekar  Ravi Shankar Prasad  Smriti Irani denounced the attack on press freedom. BJP chief JP Nadda too termed the arrest as ‘shameful’.  Congress and its allies have shamed democracy once again.Blatant misuse of state power against Republic TV & Arnab Goswami is an attack on individual freedom and the 4th pillar of democracy.It reminds us of the Emergency. This attack on free press must be and WILL BE OPPOSED. Blaming the Congress and allies for “shaming democracy”  Amit Shah said the incident is a “blatant misuse of state power” against Republic TV and Arnab Goswami. “It reminds us of the Emergency. This attack on free press must be and WILL BE OPPOSED ” the Union minister tweeted. The Republic Television has issued a statement and said all allegations against Arnab Goswami are unfounded.  A 53-year-old interior designer Anvay Naik and his mother Kumud Naik died by suicide in Alibaug in May 2018. A suicide note purportedly written by Anvay was found in which he said that Goswami and two others — Feroz Shaikh and Niteish Sarda —had not paid him Rs 5.40 crore which led to his financial constraints. “ARG Outlier Media Pvt Ltd has paid over 90 per cent of the amounts due to deceased Anvay Naik’s company Concorde Designs Pvt Ltd as per the terms of the work orders issued  over two years ago. The remaining sum was to be paid on completion of the pending work which has since not been undertaken. Repeated attempts were made by ARG Outlier Media Pvt Ltd to make the balance payment to CDPL  for full and final settlement of all claims. We have full correspondence regarding this matter and proof that the absence of shareholders or directors in CDPL  has made all such attempts infructuous ” the television channel said in its statement.,https://www.hindustantimes.com/india-news/blatant-misuse-of-state-power-amit-shah-slams-arrest-of-arnab-goswami/story-GzWXk4BNymuivG4EVjPZfI.html
04/11/2020,government,Hindustan Times,India,india,Arnab Goswami arrested: Shameful  says BJP chief JP Nadda; ‘Who speaks if you are next’  asks Smriti Irani,This is yet another instance of Sonia and Rahul Gandhi-directed antic of silencing those who disagree with them  JP Nadda wrote on Twitter.,The arrest of journalist  Republic Television editor-in-chief Arnab Goswami in a two-year old case of suicide abetment has created a stir on Wednesday morning. The journalist was first detained from his Mumbai residence and then arrested. BJP president JP Nadda took to Twitter and denounced the arrest without mincing ay word. Drawing a parallel to Emergency  he wrote  “India didn’t forgive Indira Gandhi for the Emergency. India never forgave Rajiv Gandhi for his assault on press freedom. And now  India will again punish Sonia-Rahul Gandhi for their brazen and intimidating use of state power to get equal with journalists.” Also Read: Action followed law  no revenge under Sena government  says Sanjay Raut on Arnab Goswami’s arrest India didn’t forgive Indira Gandhi for the Emergency. India never forgave Rajiv Gandhi for his assault on press freedom. And now  India will again punish Sonia-Rahul Gandhi for their brazen and intimidating use of state power to get equal with journalists. “Every person who believes in a free press and freedom of expression is furious at the Maharashtra Government’s bullying and harassment of Arnab Goswami. This is yet another instance of Sonia and Rahul Gandhi-directed antic of silencing those who disagree with them. Shameful!” he added. Union ministers Prakash Javadekar  Smriti Irani too condemned the arrest and blamed the Congress for the arrest. “Emergency came to an end in 1977 but the tendency of imposing it still persists. After Shiv Sena  which stood by the emergency and Congress  the party which imposed it joined hands in the state  the tendency has surfaced. Such attempts of suppressing the voice against government is detrimental to democracy. Country has always stood against such attempts ” former Maharashtra chief minister Devendra Fadnavis tweeted in Marathi. Though there has been no statement from the Maha Vikas Aghadi government on this arrest so far  Shiv Sena leader Sanjay Raut quashed all these “vendetta” allegations and said that whatever has been done has followed due course of law. Maharashtra Congress’s general secretary and spokesperson Sachin Sawant termed the arrest as a tribute to late Anway Naik. “Anway Naik and his mother were compelled to commit suicide after Arnab’s channel failed to pay his dues worth Rs 80 lakh. The Fadnavis government failed to investigate the case and do justice with the family of the deceased. There was a lot of political pressure on the then Fadnavis government to hush up the case for the obvious reasons. The Modi government was protecting Arnab just because his channel was taking their agenda forward. Instead of condemning the action against the culprit  the BJP should feel ashamed for their failure to accord justice to Naik family. We welcome the action taken by the MVA government ” he said.,https://www.hindustantimes.com/india-news/arnab-goswami-arrested-shameful-says-bjp-chief-jp-nadda-who-speaks-if-you-are-next-asks-smriti-irani/story-GrIKydNoV1sGVvgDXFKbzH.html
04/11/2020,coronavirus;government,Hindustan Times,India,india,6-year-old in Jharkhand suspected of polio  samples sent to Kolkata’s IIS,The WHO had declared India polio-free in 2014  following a  sustained aggressive  programme of administering polio vaccine to newborns across the country by the Central government.,The World Health Organization (WHO) coordinator in Jharkhand on Monday sent samples of 6-year-old boy a suspected of being by polio virus to the Indian Institute of Serology (IIS) in Kolkata to find whether it was the first confirmed case of polio in the past few years  officials said on Tuesday. The WHO had declared India polio-free in 2014  following a  sustained aggressive  programme of administering polio vaccine to newborns across the country by the Central government.  However  in West Singhbhum district  where every second child is malnourished  samples of 64 children since 2014 have been sent to IIS for polio tests. Polio virus was not found in any of these samples tested till date. Polio is mostly prevalent among children under 15 years of age.  “This is the first suspected case of polio from Manoharpur-Anandpur block in West Singhbhum district of Jharkhand. We have sent the stool sample of the 6-year-old boy to IIS-Kolkata for testing. The report will come in 15 days from IIS which will conclusively tell us if this is the first confirmed case of polio. If the presence of polio virus is not detected  we will further try to diagnose the reasons for the boy’s problems ” Dr Suman  WHO coordinator for Chaibasa  said. She said they would have to go for differential diagnosis to find out the exact reason for the weak and flabby muscles of the boy – acute flaccid paralysis (AFP) – if polio virus is not found in the testing. “Apart from polio  guillain barre syndrome (GBS)  transverse myelitis  traumatic neuritis  transient paralysis  facial palsy and paresis too may lead to AFP. There is no reason to panic as of now because samples of 64 suspected cases of polio were sent to IIS from Chaibasa during the past three years and none have tested positive so far ” Dr Suman said. In 2018  13 samples for suspected cases of polio 32 samples in 2019 from West Singhbhum were sent for testing to IIS-Kolkata. This year  19 samples have been sent for testing so far. None of the samples since 2018 have tested positive. West Singhbhum district civil surgeon Dr OP Gupta said the doctors in Ispat General Hospital in Rourkela suspected that the boy had polio after testing there and sent their report to the Chaibasa Sadar Hospital (CSH). “We immediately decided to get tests done at IIS and informed the district WHO coordinator ” Dr Gupta said. The boy had been suffering from high fever for almost three weeks when he was admitted in Manoharpur CHC on October 16. He was then referred to IGH Rourkela on October 18 where doctors suspected that he was suffering from polio and informed the WHO wing in Rourkela  which intimated WHO Chaibasa wing. Block coordinator handed over the sample to WHO official Himanshu Bhusan on October 31. According to a 2018 study report by Centre for Science and Environment (CSE)  the tribal dominated West Singhbhum district has one of the highest infant mortality rate (IMR) of 56  under 5 mortality rate (U5MR) of 96 in the country. Around 60% children below five years here are malnourished  the report said.,https://www.hindustantimes.com/india-news/6-year-old-in-jharkhand-suspected-of-polio-samples-sent-to-kolkata-s-iis/story-kuqUb4qnRXNYfOHTPqOSaP.html
